accession,genome_GC,Orthogroup,SCO_GC,monophyletic
GCF_000720215.1,71.44995860312143,OG0002201,67.72486772486772,Yes
GCF_014656075.1,73.21108540302635,OG0002201,67.72486772486772,Yes
GCF_000317595.1,70.16676316934797,OG0002083,67.72823779193206,Yes
GCF_018070205.1,71.9263035883291,OG0002083,67.72823779193206,Yes
GCF_008704515.1,72.55647111696172,OG0002083,67.72823779193206,Yes
GCF_009852415.1,72.9708712093927,OG0002083,67.72823779193206,Yes
GCF_001866665.1,71.50485862455224,OG0002083,67.72823779193206,Yes
GCF_000719895.1,71.65567720518898,OG0002134,67.72823779193206,Yes
GCF_000719265.1,72.41642711509591,OG0002134,67.72823779193206,Yes
GCF_015475835.1,72.29851637947058,OG0002083,67.72823779193206,Yes
GCF_018070535.1,71.58984229120159,OG0002083,67.72823779193206,Yes
GCF_000719505.1,71.07816034179442,OG0002083,67.72823779193206,Yes
GCF_000226455.1,71.02442944954693,OG0002083,67.72823779193206,Yes
GCF_012927245.1,72.73758658293158,OG0002134,67.72823779193206,Yes
GCF_003977875.1,70.56431913227814,OG0002162,67.72823779193206,Yes
GCF_000725555.1,72.188913415395,OG0002083,67.72823779193206,Yes
GCF_001513985.1,70.88643545733457,OG0002083,67.72823779193206,Yes
GCF_000718525.1,73.89174165612695,OG0002134,67.72823779193206,Yes
GCF_019049245.1,70.46920593617625,OG0002162,67.72823779193206,Yes
GCF_002939385.1,72.1075480887608,OG0002083,67.72823779193206,Yes
GCF_002251155.1,72.71767908392607,OG0002083,67.72823779193206,Yes
GCF_001267885.1,72.18785078818404,OG0002083,67.72823779193206,Yes
GCF_900105265.1,70.13443560225605,OG0002162,67.72823779193206,Yes
GCF_000739045.1,71.62854703992213,OG0002083,67.72823779193206,Yes
GCF_006716135.1,72.51435348449981,OG0002083,67.72823779193206,Yes
GCF_002156095.1,71.24939741340447,OG0002083,67.72823779193206,Yes
GCF_001485125.1,71.53844684810325,OG0002277,67.72908366533864,Yes
GCF_014650615.1,71.65819458694891,OG0002189,67.73211567732116,Yes
GCF_007829875.1,72.5290855559092,OG0002189,67.73211567732116,Yes
GCF_000816485.1,70.02343510924956,OG0002215,67.73333333333333,Yes
GCF_004364245.1,72.34530652761906,OG0002162,67.73504273504274,Yes
GCF_014076605.1,71.33417979781174,OG0002134,67.73504273504274,Yes
GCF_003369795.1,71.94694442760859,OG0002162,67.73504273504274,Yes
GCF_000968685.2,71.47187478922336,OG0002134,67.73504273504274,Yes
GCF_002188335.1,72.16969174715156,OG0002162,67.73504273504274,Yes
GCF_000968685.2,71.47187478922336,OG0002186,67.7361853832442,Yes
GCF_000147815.2,70.8763616177782,OG0002146,67.7361853832442,Yes
GCF_001652895.1,71.87308271254555,OG0002186,67.7361853832442,Yes
GCF_001509775.1,70.96844907271088,OG0002146,67.7361853832442,Yes
GCF_000700005.2,72.74064770002371,OG0002146,67.7361853832442,Yes
GCF_000719865.1,73.20297224774073,OG0002146,67.7361853832442,Yes
GCF_008042145.1,72.30933320132617,OG0002222,67.73879142300196,Yes
GCF_018070205.1,71.9263035883291,OG0002257,67.7390527256479,Yes
GCF_003389455.1,70.4648605806529,OG0002257,67.7390527256479,Yes
GCF_002939385.1,72.1075480887608,OG0002257,67.7390527256479,Yes
GCF_011008945.1,73.2502875225165,OG0002107,67.74193548387096,Yes
GCF_004328625.1,71.85854258591137,OG0002107,67.74193548387096,Yes
GCF_000718165.1,70.24932893761864,OG0002107,67.74193548387096,Yes
GCF_000816485.1,70.02343510924956,OG0002109,67.74193548387096,Yes
GCF_000718625.1,72.28910990907153,OG0002279,67.74193548387096,Yes
GCF_000009765.2,70.70135127652237,OG0002109,67.74193548387096,Yes
GCF_009811575.1,71.0800540648297,OG0002107,67.74193548387096,Yes
GCF_007827595.1,71.05276439619249,OG0002090,67.74193548387096,Yes
GCF_008973465.1,72.1608013454021,OG0002107,67.74193548387096,Yes
GCF_008704715.1,70.99117664090892,OG0002107,67.74193548387096,Yes
GCF_014197485.1,72.96627479898616,OG0002107,67.74193548387096,Yes
GCF_004803895.1,70.99426738619486,OG0002107,67.74193548387096,Yes
GCF_002761895.1,71.05262045970098,OG0002107,67.74193548387096,Yes
GCF_001267885.1,72.18785078818404,OG0002162,67.74193548387096,Yes
GCF_014076605.1,71.33417979781174,OG0002180,67.74193548387096,Yes
GCF_019049245.1,70.46920593617625,OG0002107,67.74193548387096,Yes
GCF_001640565.1,71.26883552336078,OG0002186,67.74193548387096,Yes
GCF_000718775.1,72.82103019912239,OG0002107,67.74193548387096,Yes
GCF_000719895.1,71.65567720518898,OG0002107,67.74193548387096,Yes
GCF_000829715.2,71.10265231925432,OG0002107,67.74193548387096,Yes
GCF_001866665.1,71.50485862455224,OG0002107,67.74193548387096,Yes
GCF_001418175.1,71.10698629264331,OG0002107,67.74193548387096,Yes
GCF_003933295.1,71.75785492289239,OG0002107,67.74193548387096,Yes
GCF_900215615.1,71.31857072632036,OG0002107,67.74193548387096,Yes
GCF_001735805.1,71.08880262065536,OG0002107,67.74193548387096,Yes
GCF_001866675.1,71.29846980362196,OG0002090,67.74193548387096,Yes
GCF_000226455.1,71.02442944954693,OG0002257,67.74483378256963,Yes
GCF_013364315.1,71.29451435141188,OG0002257,67.74483378256963,Yes
GCF_000349325.1,70.56941486717699,OG0002109,67.74691358024691,Yes
GCF_000718165.1,70.24932893761864,OG0002122,67.74691358024691,Yes
GCF_000718375.1,72.3730541599248,OG0002162,67.74891774891775,Yes
GCF_000721105.1,70.63587595804425,OG0002162,67.74891774891775,Yes
GCF_000444875.1,72.55081180229493,OG0002162,67.74891774891775,Yes
GCF_008704995.1,70.87869199791524,OG0002111,67.74891774891775,Yes
GCF_008705135.1,71.0874109252463,OG0002162,67.74891774891775,Yes
GCF_014650615.1,71.65819458694891,OG0002162,67.74891774891775,Yes
GCF_014203535.1,72.72608929123523,OG0002162,67.74891774891775,Yes
GCF_009852415.1,72.9708712093927,OG0002162,67.74891774891775,Yes
GCF_008704515.1,72.55647111696172,OG0002162,67.74891774891775,Yes
GCF_018966745.1,72.28748407732631,OG0002162,67.74891774891775,Yes
GCF_900206255.1,70.76447565723471,OG0002162,67.74891774891775,Yes
GCF_003945525.1,71.96136842476199,OG0002162,67.74891774891775,Yes
GCF_001735805.1,71.08880262065536,OG0002181,67.75015933715743,Yes
GCF_002761895.1,71.05262045970098,OG0002181,67.75015933715743,Yes
GCF_003955715.1,70.84778920735614,OG0002181,67.75015933715743,Yes
GCF_018638305.1,72.32694370284175,OG0002181,67.75015933715743,Yes
GCF_001746295.1,70.2789487786098,OG0002181,67.75015933715743,Yes
GCF_900105265.1,70.13443560225605,OG0002181,67.75015933715743,Yes
GCF_900206255.1,70.76447565723471,OG0002181,67.75015933715743,Yes
GCF_019049245.1,70.46920593617625,OG0002181,67.75015933715743,Yes
GCF_014648635.1,72.49160528271786,OG0002257,67.75067750677508,Yes
GCF_002242805.1,71.02562801020376,OG0002257,67.75067750677508,Yes
GCF_014650895.1,73.86841746139201,OG0002135,67.75147928994083,Yes
GCF_004195945.1,73.40945979481012,OG0002222,67.75147928994083,Yes
GCF_009604455.1,71.02240514489499,OG0002135,67.75147928994083,Yes
GCF_002802945.1,73.44165296923315,OG0002222,67.75147928994083,Yes
GCF_001270575.1,70.96611250672458,OG0002279,67.7536231884058,Yes
GCF_009862505.1,71.68408621865674,OG0002279,67.7536231884058,Yes
GCF_002156055.1,72.09258720874736,OG0002279,67.7536231884058,Yes
GCF_010548465.1,72.74278538528552,OG0002279,67.7536231884058,Yes
GCF_013870595.1,71.80728235497138,OG0002257,67.7536231884058,Yes
GCF_008642275.1,72.13719847250294,OG0002279,67.7536231884058,Yes
GCF_001509775.1,70.96844907271088,OG0002135,67.75469831849654,Yes
GCF_016612625.1,70.1687907369231,OG0002135,67.75469831849654,Yes
GCF_014649515.1,72.28029898333222,OG0002135,67.75469831849654,Yes
GCF_006516935.1,71.15204627083791,OG0002135,67.75469831849654,Yes
GCF_008704575.1,71.44011611880775,OG0002135,67.75469831849654,Yes
GCF_008705135.1,71.0874109252463,OG0002135,67.75469831849654,Yes
GCF_900215615.1,71.31857072632036,OG0002135,67.75469831849654,Yes
GCF_009862505.1,71.68408621865674,OG0002135,67.75469831849654,Yes
GCF_001513985.1,70.88643545733457,OG0002135,67.75469831849654,Yes
GCF_900105265.1,70.13443560225605,OG0002135,67.75469831849654,Yes
GCF_003933965.1,70.91051053004985,OG0002135,67.75469831849654,Yes
GCF_000718015.1,72.97201453063025,OG0002135,67.75469831849654,Yes
GCF_006715925.1,72.26273356333616,OG0002135,67.75469831849654,Yes
GCF_000349325.1,70.56941486717699,OG0002135,67.75469831849654,Yes
GCF_014650155.1,71.00454509490565,OG0002135,67.75469831849654,Yes
GCF_003955715.1,70.84778920735614,OG0002109,67.7570093457944,Yes
GCF_017614965.1,70.90619532412342,OG0002188,67.7570093457944,Yes
GCF_015475835.1,72.29851637947058,OG0002188,67.7570093457944,Yes
GCF_014650735.1,71.8983588434935,OG0002188,67.7570093457944,Yes
GCF_000720485.1,71.36500023190627,OG0002221,67.7570093457944,Yes
GCF_900206255.1,70.76447565723471,OG0002109,67.7570093457944,Yes
GCF_002005565.1,72.53403555056444,OG0002188,67.7570093457944,Yes
GCF_000719785.1,72.59169735383811,OG0002188,67.7570093457944,Yes
GCF_000805335.1,71.30196381794673,OG0002188,67.7570093457944,Yes
GCF_000980885.2,72.20426490137413,OG0002188,67.7570093457944,Yes
GCF_000317595.1,70.16676316934797,OG0002188,67.7570093457944,Yes
GCF_001735805.1,71.08880262065536,OG0002188,67.7570093457944,Yes
GCF_014649135.1,73.32446384653537,OG0002188,67.7570093457944,Yes
GCF_000718775.1,72.82103019912239,OG0002188,67.7570093457944,Yes
GCF_003369795.1,71.94694442760859,OG0002188,67.7570093457944,Yes
GCF_001513975.1,70.90036207915387,OG0002109,67.7570093457944,Yes
GCF_000980885.2,72.20426490137413,OG0002109,67.7570093457944,Yes
GCF_003977875.1,70.56431913227814,OG0002188,67.7570093457944,Yes
GCF_004563805.1,70.89882432261598,OG0002188,67.7570093457944,Yes
GCF_006716135.1,72.51435348449981,OG0002188,67.7570093457944,Yes
GCF_008704515.1,72.55647111696172,OG0002188,67.7570093457944,Yes
GCF_014205255.1,70.98128577906316,OG0002188,67.7570093457944,Yes
GCF_001509795.1,72.16649594777202,OG0002135,67.7579365079365,Yes
GCF_004217355.1,71.75752505864055,OG0002211,67.75956284153006,Yes
GCF_001278075.1,71.54140265935604,OG0002174,67.75956284153006,Yes
GCF_001723075.1,70.61759337924663,OG0002174,67.75956284153006,Yes
GCF_016612625.1,70.1687907369231,OG0002100,67.75956284153006,Yes
GCF_001640565.1,71.26883552336078,OG0002174,67.75956284153006,Yes
GCF_000367365.1,69.73288633986101,OG0002100,67.75956284153006,Yes
GCF_018070535.1,71.58984229120159,OG0002180,67.76212832550861,Yes
GCF_008705135.1,71.0874109252463,OG0002180,67.76212832550861,Yes
GCF_900105265.1,70.13443560225605,OG0002231,67.76212832550861,Yes
GCF_003963535.1,70.62993572153285,OG0002109,67.76212832550861,Yes
GCF_003443735.1,70.5852272440746,OG0002180,67.76212832550861,Yes
GCF_003977875.1,70.56431913227814,OG0002211,67.76315789473685,Yes
GCF_000718955.1,71.79907529686092,OG0002162,67.76315789473685,Yes
GCF_000716685.1,71.70645448432758,OG0002162,67.76315789473685,Yes
GCF_001513975.1,70.90036207915387,OG0002211,67.76315789473685,Yes
GCF_008642275.1,72.13719847250294,OG0002162,67.76315789473685,Yes
GCF_000364805.1,71.0335644530418,OG0002279,67.76556776556777,Yes
GCF_013409565.1,70.80278813546826,OG0002279,67.76556776556777,Yes
GCF_001905505.1,71.24872686112982,OG0002279,67.76556776556777,Yes
GCF_004195945.1,73.40945979481012,OG0002251,67.77041942604856,Yes
GCF_000147815.2,70.8763616177782,OG0002200,67.77041942604856,Yes
GCF_003947265.2,73.03047017582355,OG0002200,67.77041942604856,Yes
GCF_015912975.1,72.5022989405382,OG0002200,67.77041942604856,Yes
GCF_014253015.1,73.1471939892551,OG0002200,67.77041942604856,Yes
GCF_014076605.1,71.33417979781174,OG0002200,67.77041942604856,Yes
GCF_001187435.1,73.2561104577597,OG0002251,67.77041942604856,Yes
GCF_001514265.1,70.94166661673785,OG0002211,67.77163904235728,Yes
GCF_014650615.1,71.65819458694891,OG0002181,67.77163904235728,Yes
GCF_003947265.2,73.03047017582355,OG0002260,67.77777777777779,Yes
GCF_002939475.1,72.39930118315576,OG0002162,67.77777777777779,Yes
GCF_002899455.1,72.79880945931232,OG0002260,67.77777777777779,Yes
GCF_009857135.1,71.97548933854759,OG0002135,67.77777777777779,Yes
GCF_014650435.1,71.89684322825536,OG0002104,67.77777777777779,Yes
GCF_000718635.1,72.39832027893979,OG0002260,67.77777777777779,Yes
GCF_018966745.1,72.28748407732631,OG0002279,67.77777777777779,Yes
GCF_000010605.1,72.22740792721306,OG0002135,67.77777777777779,Yes
GCF_000261345.2,71.54212338019983,OG0002135,67.77777777777779,Yes
GCF_001735805.1,71.08880262065536,OG0002135,67.77777777777779,Yes
GCF_002005565.1,72.53403555056444,OG0002222,67.78087279480037,Yes
GCF_000317595.1,70.16676316934797,OG0002221,67.78309409888357,Yes
GCF_003955715.1,70.84778920735614,OG0002180,67.78309409888357,Yes
GCF_001723075.1,70.61759337924663,OG0002221,67.78309409888357,Yes
GCF_004328625.1,71.85854258591137,OG0002180,67.78309409888357,Yes
GCF_018070205.1,71.9263035883291,OG0002104,67.78398510242086,Yes
GCF_000745345.1,73.55632674347909,OG0002171,67.78398510242086,Yes
GCF_000225525.1,72.45765896906404,OG0002222,67.78711484593838,Yes
GCF_000805335.1,71.30196381794673,OG0002174,67.78711484593838,Yes
GCF_004151105.1,70.65754333312321,OG0002174,67.78711484593838,Yes
GCF_004117935.1,72.60257762172793,OG0002174,67.78711484593838,Yes
GCF_001746295.1,70.2789487786098,OG0002174,67.78711484593838,Yes
GCF_016741935.1,70.93047435873022,OG0002153,67.79026217228464,Yes
GCF_012927245.1,72.73758658293158,OG0002211,67.79026217228464,Yes
GCF_000147815.2,70.8763616177782,OG0002153,67.79026217228464,Yes
GCF_014205315.1,71.05130731134788,OG0002139,67.7927927927928,Yes
GCF_001905005.1,71.90923884075247,OG0002135,67.79342723004694,Yes
GCF_016612545.1,70.2367001807192,OG0002231,67.7938808373591,Yes
GCF_000739045.1,71.62854703992213,OG0002277,67.79548472775564,Yes
GCF_900105265.1,70.13443560225605,OG0002277,67.79548472775564,Yes
GCF_002941025.1,70.87762482786731,OG0002156,67.79661016949152,Yes
GCF_000716675.1,72.17590141370484,OG0002104,67.79661016949152,Yes
GCF_004364395.1,71.6393629277467,OG0002257,67.8030303030303,Yes
GCF_008704575.1,71.44011611880775,OG0002104,67.8030303030303,Yes
GCF_001434355.1,71.7243872234859,OG0002221,67.8048780487805,Yes
GCF_009863145.1,71.54155446220113,OG0002221,67.8048780487805,Yes
GCF_004125265.1,70.94689834119383,OG0002180,67.8048780487805,Yes
GCF_001746305.1,71.58706601368708,OG0002221,67.8048780487805,Yes
GCF_014648655.1,69.59433125723383,OG0002277,67.80684104627767,Yes
GCF_003443735.1,70.5852272440746,OG0002247,67.8082191780822,Yes
GCF_009872555.1,71.5141412527273,OG0002247,67.8082191780822,Yes
GCF_004563805.1,70.89882432261598,OG0002272,67.8082191780822,Yes
GCF_018128905.1,70.88445976334732,OG0002247,67.8082191780822,Yes
GCF_001294335.1,70.89427714984109,OG0002277,67.80913978494624,Yes
GCF_003595545.1,70.85004760962612,OG0002181,67.80986762936222,Yes
GCF_001905385.1,72.01671510900026,OG0002257,67.81305114638448,Yes
GCF_900119365.1,70.45385621449539,OG0002090,67.81362007168458,Yes
GCF_016612625.1,70.1687907369231,OG0002090,67.81362007168458,Yes
GCF_900215615.1,71.31857072632036,OG0002181,67.81389420012746,Yes
GCF_018966745.1,72.28748407732631,OG0002181,67.81389420012746,Yes
GCF_014207295.1,71.21943220843367,OG0002181,67.81389420012746,Yes
GCF_009872555.1,71.5141412527273,OG0002181,67.81389420012746,Yes
GCF_000092385.1,70.75458902611386,OG0002221,67.81609195402298,Yes
GCF_000968685.2,71.47187478922336,OG0002221,67.81609195402298,Yes
GCF_004028635.1,70.37668880389512,OG0002247,67.81609195402298,Yes
GCF_009872555.1,71.5141412527273,OG0002083,67.81609195402298,Yes
GCF_001652895.1,71.87308271254555,OG0002221,67.81609195402298,Yes
GCF_009862505.1,71.68408621865674,OG0002221,67.81609195402298,Yes
GCF_009862445.1,72.11866110982085,OG0002083,67.81609195402298,Yes
GCF_003947265.2,73.03047017582355,OG0002083,67.81609195402298,Yes
GCF_002188335.1,72.16969174715156,OG0002180,67.82106782106783,Yes
GCF_004364395.1,71.6393629277467,OG0002180,67.82178217821783,Yes
GCF_000317595.1,70.16676316934797,OG0002202,67.82273603082851,Yes
GCF_014650615.1,71.65819458694891,OG0002104,67.82273603082851,Yes
GCF_000700005.2,72.74064770002371,OG0002185,67.82407407407408,Yes
GCF_014205315.1,71.05130731134788,OG0002185,67.82407407407408,Yes
GCF_000719865.1,73.20297224774073,OG0002185,67.82407407407408,Yes
GCF_016741935.1,70.93047435873022,OG0002185,67.82407407407408,Yes
GCF_000968685.2,71.47187478922336,OG0002185,67.82407407407408,Yes
GCF_000718165.1,70.24932893761864,OG0002257,67.825311942959,Yes
GCF_018614415.1,71.9776729394496,OG0002257,67.825311942959,Yes
GCF_001514235.1,70.63396853115424,OG0002257,67.825311942959,Yes
GCF_000364805.1,71.0335644530418,OG0002079,67.82608695652173,No
GCF_008634015.1,73.56197590803878,OG0002079,67.82608695652173,Yes
GCF_001278075.1,71.54140265935604,OG0002079,67.82608695652173,Yes
GCF_004795115.1,72.31324619635751,OG0002079,67.82608695652173,No
GCF_004328625.1,71.85854258591137,OG0002079,67.82608695652173,Yes
GCF_000980885.2,72.20426490137413,OG0002079,67.82608695652173,Yes
GCF_001270515.1,72.06079851138708,OG0002079,67.82608695652173,Yes
GCF_003949805.1,73.05617874950838,OG0002079,67.82608695652173,Yes
GCF_004117935.1,72.60257762172793,OG0002079,67.82608695652173,Yes
GCF_000830005.1,71.99364808646747,OG0002079,67.82608695652173,Yes
GCF_000444875.1,72.55081180229493,OG0002079,67.82608695652173,Yes
GCF_000719895.1,71.65567720518898,OG0002079,67.82608695652173,Yes
GCF_003994375.1,70.7989531942107,OG0002079,67.82608695652173,Yes
GCF_004217355.1,71.75752505864055,OG0002079,67.82608695652173,Yes
GCF_008704535.1,73.44777247101699,OG0002079,67.82608695652173,No
GCF_002551175.1,71.54293541516054,OG0002079,67.82608695652173,No
GCF_001746425.1,72.10929117028407,OG0002079,67.82608695652173,No
GCF_014656075.1,73.21108540302635,OG0002222,67.82608695652173,Yes
GCF_900095575.1,71.79502345502753,OG0002079,67.82608695652173,No
GCF_016901035.1,71.6697437696203,OG0002079,67.82608695652173,No
GCF_015163075.1,70.77589388975778,OG0002079,67.82608695652173,Yes
GCF_008704555.1,72.17223838570469,OG0002079,67.82608695652173,Yes
GCF_014648655.1,69.59433125723383,OG0002079,67.82608695652173,Yes
GCF_003950035.1,73.14116767637857,OG0002222,67.82608695652173,Yes
GCF_014203595.1,72.03357497951025,OG0002079,67.82608695652173,Yes
GCF_014656075.1,73.21108540302635,OG0002079,67.82608695652173,Yes
GCF_001866675.1,71.29846980362196,OG0002079,67.82608695652173,Yes
GCF_009832925.1,71.0396852588241,OG0002079,67.82608695652173,Yes
GCF_009834145.1,72.15447193033249,OG0002079,67.82608695652173,Yes
GCF_001866665.1,71.50485862455224,OG0002079,67.82608695652173,Yes
GCF_011290345.1,70.73576866042221,OG0002079,67.82608695652173,Yes
GCF_000261345.2,71.54212338019983,OG0002079,67.82608695652173,No
GCF_013870595.1,71.80728235497138,OG0002079,67.82608695652173,Yes
GCF_003610995.1,71.70149073097517,OG0002079,67.82608695652173,Yes
GCF_000225525.1,72.45765896906404,OG0002257,67.828418230563,Yes
GCF_002005565.1,72.53403555056444,OG0002257,67.828418230563,Yes
GCF_003369795.1,71.94694442760859,OG0002257,67.828418230563,Yes
GCF_001418395.1,72.60487225359155,OG0002257,67.828418230563,Yes
GCF_018070175.1,72.12096500107661,OG0002257,67.828418230563,Yes
GCF_003949805.1,73.05617874950838,OG0002147,67.82945736434108,Yes
GCF_003950035.1,73.14116767637857,OG0002147,67.82945736434108,Yes
GCF_008704535.1,73.44777247101699,OG0002147,67.82945736434108,Yes
GCF_010548465.1,72.74278538528552,OG0002147,67.82945736434108,Yes
GCF_000813365.1,72.66666675444937,OG0002147,67.82945736434108,Yes
GCF_001941845.1,72.2958130444768,OG0002147,67.82945736434108,Yes
GCF_013364315.1,71.29451435141188,OG0002147,67.82945736434108,Yes
GCF_000745345.1,73.55632674347909,OG0002147,67.82945736434108,Yes
GCF_000816025.1,71.59873503209333,OG0002147,67.82945736434108,Yes
GCF_000935185.3,72.3496066608556,OG0002147,67.82945736434108,Yes
GCF_014656075.1,73.21108540302635,OG0002147,67.82945736434108,Yes
GCF_001270515.1,72.06079851138708,OG0002147,67.82945736434108,Yes
GCF_000717725.1,72.92522243817906,OG0002147,67.82945736434108,Yes
GCF_018966745.1,72.28748407732631,OG0002147,67.82945736434108,Yes
GCF_009604455.1,71.02240514489499,OG0002104,67.82945736434108,Yes
GCF_900079415.1,72.67812909669054,OG0002257,67.83468104222821,Yes
GCF_004803895.1,70.99426738619486,OG0002257,67.83468104222821,Yes
GCF_017614965.1,70.90619532412342,OG0002257,67.83468104222821,Yes
GCF_009811635.1,70.73582516176545,OG0002257,67.83468104222821,Yes
GCF_014203535.1,72.72608929123523,OG0002257,67.83468104222821,Yes
GCF_000297635.1,72.92147577802726,OG0002086,67.83625730994152,Yes
GCF_000739045.1,71.62854703992213,OG0002086,67.83625730994152,No
GCF_000720675.1,72.5811962847692,OG0002086,67.83625730994152,No
GCF_000720215.1,71.44995860312143,OG0002086,67.83625730994152,No
GCF_009863125.1,70.97059002585705,OG0002174,67.83625730994152,Yes
GCF_001418645.1,71.09273134928999,OG0002086,67.83625730994152,No
GCF_001270575.1,70.96611250672458,OG0002086,67.83625730994152,No
GCF_001746425.1,72.10929117028407,OG0002242,67.83625730994152,Yes
GCF_000719865.1,73.20297224774073,OG0002086,67.83625730994152,Yes
GCF_001418175.1,71.10698629264331,OG0002086,67.83625730994152,No
GCF_000718525.1,73.89174165612695,OG0002211,67.83625730994152,Yes
GCF_000719505.1,71.07816034179442,OG0002086,67.83625730994152,No
GCF_017639205.1,71.97513531102362,OG0002242,67.83625730994152,Yes
GCF_000717745.1,71.41159375031481,OG0002086,67.83625730994152,Yes
GCF_000225525.1,72.45765896906404,OG0002086,67.83625730994152,No
GCF_000700005.2,72.74064770002371,OG0002086,67.83625730994152,Yes
GCF_000383595.1,71.18922575344534,OG0002086,67.83625730994152,No
GCF_000226455.1,71.02442944954693,OG0002086,67.83625730994152,No
GCF_000317595.1,70.16676316934797,OG0002086,67.83625730994152,No
GCF_000745345.1,73.55632674347909,OG0002086,67.83625730994152,Yes
GCF_008642275.1,72.13719847250294,OG0002242,67.83625730994152,Yes
GCF_014648635.1,72.49160528271786,OG0002086,67.83625730994152,Yes
GCF_900215595.1,71.29502915331933,OG0002086,67.83625730994152,No
GCF_002188335.1,72.16969174715156,OG0002086,67.83625730994152,No
GCF_003443735.1,70.5852272440746,OG0002086,67.83625730994152,No
GCF_003994375.1,70.7989531942107,OG0002086,67.83625730994152,No
GCF_900206255.1,70.76447565723471,OG0002086,67.83625730994152,No
GCF_002251155.1,72.71767908392607,OG0002086,67.83625730994152,Yes
GCF_900091315.1,71.26559635628402,OG0002086,67.83625730994152,No
GCF_003977875.1,70.56431913227814,OG0002086,67.83625730994152,No
GCF_018128905.1,70.88445976334732,OG0002086,67.83625730994152,No
GCF_001485125.1,71.53844684810325,OG0002086,67.83625730994152,No
GCF_018070535.1,71.58984229120159,OG0002086,67.83625730994152,No
GCF_017614965.1,70.90619532412342,OG0002086,67.83625730994152,No
GCF_003963535.1,70.62993572153285,OG0002086,67.83625730994152,No
GCF_002156055.1,72.09258720874736,OG0002086,67.83625730994152,No
GCF_003363195.1,71.92051257710922,OG0002086,67.83625730994152,No
GCF_009857135.1,71.97548933854759,OG0002086,67.83625730994152,No
GCF_003369795.1,71.94694442760859,OG0002086,67.83625730994152,No
GCF_001513955.1,70.82976174779763,OG0002086,67.83625730994152,No
GCF_001513985.1,70.88643545733457,OG0002086,67.83625730994152,No
GCF_015163075.1,70.77589388975778,OG0002086,67.83625730994152,No
GCF_003955715.1,70.84778920735614,OG0002086,67.83625730994152,No
GCF_014701095.1,71.43732688304102,OG0002086,67.83625730994152,No
GCF_014203535.1,72.72608929123523,OG0002086,67.83625730994152,No
GCF_014205255.1,70.98128577906316,OG0002086,67.83625730994152,Yes
GCF_014650615.1,71.65819458694891,OG0002086,67.83625730994152,No
GCF_014650155.1,71.00454509490565,OG0002086,67.83625730994152,No
GCF_014207295.1,71.21943220843367,OG0002086,67.83625730994152,No
GCF_014596915.1,71.43221771322186,OG0002086,67.83625730994152,Yes
GCF_015912975.1,72.5022989405382,OG0002086,67.83625730994152,Yes
GCF_008973465.1,72.1608013454021,OG0002086,67.83625730994152,No
GCF_014649135.1,73.32446384653537,OG0002086,67.83625730994152,Yes
GCF_900215615.1,71.31857072632036,OG0002086,67.83625730994152,No
GCF_001905385.1,72.01671510900026,OG0002086,67.83625730994152,No
GCF_004328625.1,71.85854258591137,OG0002086,67.83625730994152,No
GCF_008705135.1,71.0874109252463,OG0002086,67.83625730994152,No
GCF_004364245.1,72.34530652761906,OG0002086,67.83625730994152,Yes
GCF_004803895.1,70.99426738619486,OG0002086,67.83625730994152,No
GCF_006516935.1,71.15204627083791,OG0002086,67.83625730994152,No
GCF_004217355.1,71.75752505864055,OG0002086,67.83625730994152,No
GCF_001509795.1,72.16649594777202,OG0002086,67.83625730994152,No
GCF_006716135.1,72.51435348449981,OG0002086,67.83625730994152,No
GCF_008704995.1,70.87869199791524,OG0002086,67.83625730994152,Yes
GCF_001514235.1,70.63396853115424,OG0002086,67.83625730994152,No
GCF_006715925.1,72.26273356333616,OG0002086,67.83625730994152,No
GCF_008704515.1,72.55647111696172,OG0002086,67.83625730994152,No
GCF_007827595.1,71.05276439619249,OG0002257,67.84101174345076,Yes
GCF_002910905.1,71.11775336959565,OG0002263,67.84140969162996,Yes
GCF_019090105.1,71.86124229584006,OG0002125,67.84313725490196,Yes
GCF_004117935.1,72.60257762172793,OG0002125,67.84313725490196,Yes
GCF_000745345.1,73.55632674347909,OG0002251,67.84400294334068,Yes
GCF_013394065.1,72.07981307532526,OG0002251,67.84400294334068,Yes
GCF_014203595.1,72.03357497951025,OG0002257,67.84420289855072,Yes
GCF_000725545.1,71.92949751979599,OG0002180,67.84511784511784,Yes
GCF_000698495.1,71.90525115243925,OG0002180,67.84511784511784,Yes
GCF_000719265.1,72.41642711509591,OG0002109,67.84511784511784,Yes
GCF_017639205.1,71.97513531102362,OG0002180,67.84511784511784,Yes
GCF_016755875.1,71.74767346830949,OG0002180,67.84511784511784,Yes
GCF_002551175.1,71.54293541516054,OG0002156,67.84660766961652,Yes
GCF_004328625.1,71.85854258591137,OG0002135,67.84660766961652,Yes
GCF_009811635.1,70.73582516176545,OG0002214,67.84869976359337,Yes
GCF_002224125.2,70.77328045264795,OG0002214,67.84869976359337,Yes
GCF_001270575.1,70.96611250672458,OG0002214,67.84869976359337,Yes
GCF_003947265.2,73.03047017582355,OG0002214,67.84869976359337,Yes
GCF_001294335.1,70.89427714984109,OG0002214,67.84869976359337,Yes
GCF_002242805.1,71.02562801020376,OG0002104,67.85009861932939,Yes
